id,struct_id,concept_id,relationship_name,concept_name,umls_cui,snomed_full_name,cui_semantic_type,snomed_conceptid
163172,1385,21001501,contraindication,Aortic valve stenosis,C0003507,Aortic valve stenosis,T047,60573004
163173,1386,21002231,contraindication,Gastrointestinal hemorrhage,C0017181,Gastrointestinal hemorrhage,T046,74474003
163174,1386,21001689,contraindication,Thrombotic thrombocytopenic purpura,C0034155,Thrombotic thrombocytopenic purpura,T047,78129009
163175,1384,21003276,contraindication,Hyperuricemia,C0740394,Hyperuricemia,T047,35885006
163176,1393,21004207,contraindication,Benign intracranial hypertension,C0033845,Benign intracranial hypertension,T047,68267002
163177,1394,21001206,contraindication,Angle-closure glaucoma,C0017605,Angle-closure glaucoma,T047,392291006
163178,1402,21001565,indication,Sinus bradycardia,C0085610,Sinus bradycardia,T046,49710005
163179,1388,21001353,contraindication,Fungal infection of eye,C0015405,Fungal infection of eye,T047,31194008
163180,1433,21003125,indication,Edema,C0013604,Edema,T046,267038008
163181,1490,21000996,contraindication,Alcoholism,C0001973,Alcoholism,T048,7200002
163182,1475,21013487,contraindication,Paradoxical bronchospasm,C0236072,Paradoxical bronchospasm,T046,102578005
163183,1426,21002894,indication,Infection of bone,C2242472,Infection of bone,T047,111253001
163184,1440,21006276,contraindication,Bacterial infectious disease,C0004623,Bacterial infectious disease,T047,87628006
163185,1513,21001574,contraindication,Ventricular arrhythmia,C0085612,Ventricular arrhythmia,T046,44103008
163186,2085,21001005,contraindication,Substance abuse,C0740858,Substance abuse,T048,66214007
163187,2090,21000240,off-label use,Cutaneous leishmaniasis,C0023283,Cutaneous leishmaniasis,T047,240637006
163188,2046,21001679,contraindication,Thrombophlebitis,C0040046,Thrombophlebitis,T047,64156001
163189,2133,21001641,contraindication,Arteriosclerotic vascular disease,C0003850,Arteriosclerotic vascular disease,T047,72092001
163190,2134,21000716,contraindication,Gout,C0018099,Gout,T047,90560007
163191,2146,21001214,contraindication,Predisposition to Glaucoma,,,,
163192,2150,21007034,contraindication,Anemia due to enzyme deficiency,C0272053,Anemia due to enzyme deficiency,T047,111577008
163193,2166,21001206,contraindication,Angle-closure glaucoma,C0017605,Angle-closure glaucoma,T047,392291006
163194,2166,21001172,contraindication,Retinal detachment,C0035305,Retinal detachment,T020,42059000
163195,2187,21002452,indication,Enterococcus Endometritis,,,,
163196,2176,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
163197,2179,21000775,contraindication,Hepatic porphyria,C0162533,Hepatic porphyria,T047,55056006
163198,2247,21001352,indication,Superficial Ocular Infection,,,,
163199,2253,21013409,indication,"Diffuse non-Hodgkin's lymphoma, large cell",C0079744,"Diffuse non-Hodgkin's lymphoma, large cell",T191,109969005
163200,2253,21003404,off-label use,Prevention of Cardiac Transplant Rejection,,,,
163201,2245,21002805,indication,Rheumatoid arthritis,C0003873,Rheumatoid arthritis,T047,69896004
163202,2245,21003378,indication,Angioedema,C0002994,Angioedema,T046,41291007
163203,2245,21000819,indication,Autoimmune hemolytic anemia,C0002880,Autoimmune hemolytic anemia,T047,413603009
163204,2245,21001763,off-label use,Nasal polyp,C0027430,Nasal polyp,T190,52756005
163205,2231,21011215,contraindication,Chronic obstructive lung disease,C0024117,Chronic obstructive lung disease,T047,13645005
163206,2239,21003292,contraindication,Liver function tests abnormal,C0151766,Liver function tests abnormal,T033,166603001
163207,2245,21000538,off-label use,Metastatic Prostate Carcinoma,,,,
163208,770,21003226,contraindication,Vomiting,C0042963,Vomiting,T184,422400008
163209,770,21000485,indication,"Acute myeloid leukemia, disease",C0023467,"Acute myeloid leukemia, disease",T191,91861009
163210,812,21001572,contraindication,Conduction disorder of the heart,C0264886,Conduction disorder of the heart,T047,44808001
163211,812,21001629,contraindication,Cerebrovascular accident,C0038454,Cerebrovascular accident,T047,230690007
163212,794,21002223,indication,Disorder of biliary tract,C0005424,Disorder of biliary tract,T047,105997008
163213,785,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
163214,824,21006266,contraindication,Varicella-zoster virus infection,C0586989,Varicella-zoster virus infection,T047,309465005
163215,824,21003220,off-label use,Prevention of Post-Operative Nausea and Vomiting,,,,
163216,818,21000750,contraindication,Body fluid retention,C0268000,Body fluid retention,T046,43498006
163217,830,21005429,indication,Seasonal allergic rhinitis,C0018621,Seasonal allergic rhinitis,T047,367498001
163218,835,21001709,contraindication,Low blood pressure,C0020649,Low blood pressure,T033,45007003
163219,2873,21003063,indication,Insomnia,C0917801,Insomnia,T184,193462001
163220,2968,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
163221,3142,21001259,contraindication,Bacterial keratitis,C0854211,Bacterial keratitis,T047,314557000
163222,2847,21003069,contraindication,Fever,C0015967,Fever,T033,386661006
163223,2840,21002896,indication,Osteoporosis,C0029456,Osteoporosis,T047,64859006
163224,2847,21003125,contraindication,Edema,C0013604,Edema,T046,267038008
163225,2840,21013452,contraindication,Aseptic necrosis of bone of jaw,C2711248,Aseptic necrosis of bone of jaw,T047,441809006
163226,2861,21003266,contraindication,Large liver,C0019209,Large liver,T184,80515008
163227,2869,21001675,contraindication,Peripheral vascular disease,C0085096,Peripheral vascular disease,T047,400047006
163228,2865,21000948,indication,Schizophrenia,C0036341,Schizophrenia,T048,58214004
163229,2865,21013692,indication,Mixed bipolar I disorder,C0236780,Mixed bipolar I disorder,T048,16506000
163230,4061,21001205,indication,Open-angle glaucoma,C0017612,Open-angle glaucoma,T047,84494001
163231,4072,21000720,contraindication,Hemosiderosis,C0019114,Hemosiderosis,T047,39011001
163232,3609,21002196,contraindication,Hepatic failure,C0085605,Hepatic failure,T047,59927004
163233,3609,21000867,contraindication,Blood coagulation disorder,C0005779,Blood coagulation disorder,T047,64779008
163234,4072,21013571,contraindication,Operation on stomach,C0192398,Operation on stomach,T061,16453004
163235,4125,21002259,contraindication,End stage renal disease,C0022661,End stage renal disease,T047,46177005
163236,3659,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
163237,3944,21000742,contraindication,Metabolic acidosis,C0220981,Metabolic acidosis,T046,59455009
163238,4127,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
163239,4115,21003053,contraindication,Seizure disorder,C0014544,Seizure disorder,T047,128613002
163240,3972,21003292,contraindication,Liver function tests abnormal,C0151766,Liver function tests abnormal,T033,166603001
163241,1427,21002866,off-label use,Neuralgia,C0027796,Neuralgia,T184,16269008
163242,1427,21001450,contraindication,Myocardial infarction in recovery phase,C1633725,Myocardial infarction in recovery phase,T201,418044006
163243,1508,21010838,contraindication,Anuria,C0003460,Anuria,T047,2472002
163244,1465,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
163245,1407,21002491,indication,Dysmenorrhea,C0013390,Dysmenorrhea,T046,266599000
163246,1421,21000878,contraindication,Thrombocytopenic disorder,C0040034,Thrombocytopenic disorder,T033,302215000
163247,1421,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
163248,1407,21013564,contraindication,Atrophic gastritis,C0017154,Atrophic gastritis,T047,84568007
163249,1404,21001942,contraindication,Tooth disorder,C0040435,Tooth disorder,T047,234947003
163250,1574,21000923,contraindication,Alcohol withdrawal delirium,C0001957,Alcohol withdrawal delirium,T047,8635005
163251,1579,21000604,contraindication,Diabetes mellitus,C0011849,Diabetes mellitus,T047,73211009
163252,1579,21003337,contraindication,Disorder of mucous membrane,C0151785,Disorder of mucous membrane,T047,95351003
163253,1579,21002317,indication,Urethritis,C0041976,Urethritis,T047,31822004
163254,1579,21002113,contraindication,Diverticulitis of gastrointestinal tract,C0349774,Diverticulitis of gastrointestinal tract,T047,271366000
163255,1579,21002172,contraindication,Anastomosis of intestine,C0192711,Anastomosis of intestine,T061,235407009
163256,1579,21000584,contraindication,Hypothyroidism,C0020676,Hypothyroidism,T047,40930008
163257,1572,21003154,contraindication,Severe Headache Disorder,,,,
163258,1572,21000496,contraindication,"Leukemia, disease",C0023418,"Leukemia, disease",T191,93143009
163259,1574,21002221,contraindication,Dysfunction of sphincter of Oddi,C0878588,Dysfunction of sphincter of Oddi,T047,430887001
163260,1579,21002203,contraindication,Hepatic failure,C0085605,Hepatic failure,T047,59927004
163261,4109,21003176,contraindication,Tachyarrhythmia,C0080203,Tachyarrhythmia,T033,6285003
163262,1579,21001109,contraindication,Lowered convulsive threshold,C0234976,Lowered convulsive threshold,T033,19260006
163263,1540,21013795,off-label use,Neuropathic pain,C0027796,Neuropathic pain,T184,247398009
163264,1528,21001578,contraindication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003
163265,1531,21000604,contraindication,Diabetes mellitus,C0011849,Diabetes mellitus,T047,73211009
163266,1550,21001533,contraindication,Complete atrioventricular block,C0151517,Complete atrioventricular block,T047,27885002
163267,1550,21002293,contraindication,Acute nephropathy,C0268734,Acute nephropathy,T047,58574008
163268,2245,21002763,indication,Disorder of skin,C0037274,Disorder of skin,T047,95320005
163269,2210,21013695,contraindication,Coronary artery bypass graft,C0010055,Coronary artery bypass graft,T061,232717009
163270,2233,21001707,contraindication,Orthostatic hypotension,C0020651,Orthostatic hypotension,T033,28651003
163271,2291,21001876,contraindication,Severe chronic obstructive pulmonary disease,C0730607,Severe chronic obstructive pulmonary disease,T047,313299006
163272,2303,21000609,contraindication,Hyperparathyroidism,C0020502,Hyperparathyroidism,T047,66999008
163273,2284,21003025,indication,General anesthesia,C0002915,General anesthesia,T061,50697003
163274,2293,21002943,contraindication,Complete trisomy 21 syndrome,C0013080,Complete trisomy 21 syndrome,T019,41040004
163275,2293,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
163276,2268,21000026,contraindication,Pseudomembranous enterocolitis,C0014358,Pseudomembranous enterocolitis,T047,397683000
163277,2271,21000882,contraindication,Agranulocytosis,C0001824,Agranulocytosis,T047,17182001
163278,2279,21001435,contraindication,Hypertensive urgency,C0745138,Hypertensive urgency,T047,443482000
163279,2276,21001056,indication,Postencephalitic parkinsonism,C0030568,Postencephalitic parkinsonism,T047,19972008
163280,2276,21001130,contraindication,Brain damage,C0270611,Brain damage,T037,2470005
163281,2326,21003316,contraindication,Injury of head,C0018674,Injury of head,T037,82271004
163282,2326,21013864,contraindication,Acute Thromboembolic Stroke,,,,
163283,2326,21002225,contraindication,Acute pancreatitis,C0001339,Acute pancreatitis,T047,197456007
163284,2320,21001022,indication,Depressive disorder,C0011581,Depressive disorder,T048,35489007
163285,2331,21001709,contraindication,Low blood pressure,C0020649,Low blood pressure,T033,45007003
163286,2331,21003033,contraindication,Coma,C0009421,Coma,T047,371632003
163287,2405,21003227,contraindication,Acute vomiting,C0232597,Acute vomiting,T184,23971007
163288,2406,21000746,contraindication,Dehydration,C0011175,Dehydration,T047,34095006
163289,2415,21000750,contraindication,Body fluid retention,C0268000,Body fluid retention,T046,43498006
163290,2373,21001473,contraindication,Myocardial ischemia,C0151744,Myocardial ischemia,T047,414795007
163291,2389,21003407,contraindication,At risk for aspiration,C0150012,At risk for aspiration,T033,371736008
163292,2387,21002907,contraindication,Bone pain,C0151825,Bone pain,T184,12584003
163293,2403,21001149,contraindication,Myasthenia gravis,C0026896,Myasthenia gravis,T047,91637004
163294,2403,21001005,contraindication,Substance abuse,C0740858,Substance abuse,T048,66214007
163295,2370,21008311,contraindication,Impaired renal function disorder,C0341677,Impaired renal function disorder,T047,197663003
163296,2403,21001914,contraindication,Decreased respiratory function,C0235063,Decreased respiratory function,T046,80954004
163297,842,21002310,contraindication,Bladder outflow obstruction,C0403654,Bladder outflow obstruction,T020,236645006
163298,842,21004207,contraindication,Benign intracranial hypertension,C0033845,Benign intracranial hypertension,T047,68267002
163299,865,21001268,contraindication,Corneal Infiltrates,,,,
163300,863,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
163301,897,21000753,contraindication,Hyperkalemia,C0020461,Hyperkalemia,T033,14140009
163302,912,21013550,contraindication,Placenta previa,C0032046,Placenta previa,T046,36813001
163303,888,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001
163304,875,21001447,contraindication,Myocardial infarction,C0027051,Myocardial infarction,T047,22298006
163305,878,21001130,contraindication,Brain damage,C0270611,Brain damage,T037,2470005
163306,886,21000996,contraindication,Alcoholism,C0001973,Alcoholism,T048,7200002
163307,878,21002091,contraindication,Toxic megacolon,C0025162,Toxic megacolon,T047,28536002
163308,886,21002231,contraindication,Gastrointestinal hemorrhage,C0017181,Gastrointestinal hemorrhage,T046,74474003
163309,867,21001626,indication,Cerebral embolism,C0007780,Cerebral embolism,T047,75543006
163310,871,21001475,contraindication,Pulmonary thromboembolism,C0524702,Pulmonary thromboembolism,T047,233935004
163311,867,21002543,contraindication,Eclampsia in pregnancy,C0156677,Eclampsia in pregnancy,T046,198992004
163312,874,21001572,contraindication,Conduction disorder of the heart,C0264886,Conduction disorder of the heart,T047,44808001
163313,960,21000460,indication,Neuroblastoma,C0027819,Neuroblastoma,T191,432328008
163314,947,21004377,contraindication,Hypovolemia,C0546884,Hypovolemia,T033,28560003
163315,941,21000756,contraindication,Hypokalemia,C0020621,Hypokalemia,T033,43339004
163316,956,21001706,contraindication,Orthostatic hypotension,C0020651,Orthostatic hypotension,T033,28651003
163317,968,21002487,indication,Atrophic vulva,C0156393,Atrophic vulva,T047,248861000
163318,957,21002269,off-label use,Hyperparathyroidism Secondary to Chronic Renal Failure,,,,
163319,924,21001709,contraindication,Low blood pressure,C0020649,Low blood pressure,T033,45007003
163320,4106,21002013,off-label use,Gastric ulcer,C0038358,Gastric ulcer,T047,397825006
163321,3742,21001460,contraindication,Angina pectoris,C0002962,Angina pectoris,T033,194828000
163322,4116,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
163323,4133,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001
163324,4072,21000726,contraindication,Hyperphosphatemia,C0085681,Hyperphosphatemia,T047,20165001
163325,3558,21004384,indication,Vulvovaginitis,C0042998,Vulvovaginitis,T047,53277000
163326,3424,21001480,contraindication,Cor pulmonale,C0034072,Cor pulmonale,T047,83291003
163327,3424,21000878,contraindication,Thrombocytopenic disorder,C0040034,Thrombocytopenic disorder,T033,302215000
163328,3487,21006266,contraindication,Varicella-zoster virus infection,C0586989,Varicella-zoster virus infection,T047,309465005
163329,3344,21002320,indication,Urinary tract infectious disease,C0042029,Urinary tract infectious disease,T047,68566005
163330,3577,21001563,contraindication,Bradycardia,C0428977,Bradycardia,T046,48867003
163331,3333,21000196,indication,Ornithosis,C0029291,Ornithosis,T047,75116005
163332,3333,21001288,off-label use,Ocular rosacea,C0406486,Ocular rosacea,T047,200933006
163333,4202,21002080,contraindication,Hiatal hernia,C3489393,Hiatal hernia,T190,84089009
163334,4202,21001130,contraindication,Brain damage,C0270611,Brain damage,T037,2470005
163335,4213,21001991,contraindication,Esophagitis,C0014868,Esophagitis,T047,16761005
163336,4206,21002281,off-label use,Calcium renal calculus,C1959799,Calcium renal calculus,T047,427649000
163337,4210,21004191,off-label use,Malignant tumor of testis,C0153594,Malignant tumor of testis,T191,363449006
163338,1536,21002114,indication,Constipation,C0009806,Constipation,T184,14760008
163339,1536,21007085,contraindication,Galactosemia,C0016952,Galactosemia,T047,190745006
163340,1529,21003084,indication,Severe pain,C0278140,Severe pain,T184,76948002
163341,1700,21013489,indication,"Local anesthesia, by infiltration",C0198813,"Local anesthesia, by infiltration",T061,44596000
163342,1714,21000501,contraindication,Benign mammary dysplasia,C1305934,Benign mammary dysplasia,T046,57993004
163343,1659,21001022,contraindication,Depressive disorder,C0011581,Depressive disorder,T048,35489007
163344,1678,21000480,indication,Multiple myeloma,C0026764,Multiple myeloma,T191,109989006
163345,1649,21013442,contraindication,Chronic idiopathic constipation,C0267509,Chronic idiopathic constipation,T047,82934008
163346,1720,21001868,indication,Acute exacerbation of asthma,C0347950,Acute exacerbation of asthma,T047,708038006
163347,1708,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
163348,1672,21002114,contraindication,Constipation,C0009806,Constipation,T184,14760008
163349,1708,21013666,contraindication,Hepatosplenic T-cell lymphoma,C1333984,Hepatosplenic T-cell lymphoma,T191,445406001
163350,1711,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002
163351,1709,21000140,off-label use,Clostridium Perfringens Empyema,,,,
163352,1696,21008952,contraindication,Hepatic encephalopathy,C0019151,Hepatic encephalopathy,T047,13920009
163353,1587,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
163354,1599,21004074,contraindication,Hemorrhagic diarrhea,C0151594,Hemorrhagic diarrhea,T047,95545007
163355,1605,21002196,contraindication,Hepatic failure,C0085605,Hepatic failure,T047,59927004
163356,1606,21001093,indication,Myoclonic seizure,C0014550,Myoclonic seizure,T047,37356005
163357,1582,21002060,contraindication,Disorder of digestive system,C0012242,Disorder of digestive system,T047,53619000
163358,1610,21010918,indication,Hypertension with Left Ventricular Hypertrophy,,,,
163359,1585,21001572,contraindication,Conduction disorder of the heart,C0264886,Conduction disorder of the heart,T047,44808001
163360,1611,21001192,indication,Iridocyclitis,C0022073,Iridocyclitis,T047,77971008
163361,1594,21002519,indication,Prevention of Infection from Transurethral Surgery,,,,
163362,2346,21003351,contraindication,Poisoning by digitalis glycoside,C0274726,Poisoning by digitalis glycoside,T037,12876009
163363,2331,21002744,indication,Dermatographic urticaria,C0343065,Dermatographic urticaria,T047,7632005
163364,2337,21013430,indication,Bipolar disorder in remission,C0270425,Bipolar disorder in remission,T048,85248005
163365,2351,21000529,indication,Prevention of Breast Carcinoma,,,,
163366,2342,21000732,contraindication,Hypocalcemia,C0020598,Hypocalcemia,T046,5291005
163367,2446,21000206,contraindication,Cytomegalovirus infection,C0010823,Cytomegalovirus infection,T047,28944009
163368,2424,21001591,contraindication,Myocardial dysfunction,C0340515,Myocardial dysfunction,T046,233928007
163369,2436,21000976,indication,Obsessive-compulsive disorder,C0028768,Obsessive-compulsive disorder,T048,191736004
163370,2441,21002293,contraindication,Acute nephropathy,C0268734,Acute nephropathy,T047,58574008
163371,2448,21001447,contraindication,Myocardial infarction,C0027051,Myocardial infarction,T047,22298006
163372,2448,21003071,contraindication,Fever greater than 100.4 Fahrenheit,C1959900,Fever greater than 100.4 Fahrenheit,T033,426000000
163373,2439,21000753,contraindication,Hyperkalemia,C0020461,Hyperkalemia,T033,14140009
163374,2445,21000716,contraindication,Gout,C0018099,Gout,T047,90560007
163375,2420,21000579,contraindication,Thyrotoxicosis,C0040156,Thyrotoxicosis,T047,90739004
163376,2424,21003375,indication,Motion sickness,C0026603,Motion sickness,T047,37031009
163377,2419,21001855,indication,Pulmonary emphysema,C0034067,Pulmonary emphysema,T047,87433001
163378,2497,21001192,indication,Iridocyclitis,C0022073,Iridocyclitis,T047,77971008
163379,2552,21000470,contraindication,Primary malignant neoplasm,C1306459,Primary malignant neoplasm,T033,372087000
163380,2534,21002846,indication,Bursitis,C0006444,Bursitis,T047,84017003
163381,2534,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
163382,2534,21002784,contraindication,Disorder of connective tissue,C0009782,Disorder of connective tissue,T047,105969002
163383,2500,21002778,off-label use,Systemic sclerosis,C0011644,Systemic sclerosis,T047,89155008
163384,2544,40249017,indication,Pancreatic Neuroendocrine Tumor,,,,
163385,939,40248968,off-label use,Ewing's sarcoma,C0553580,Ewing's sarcoma,T191,76909002
163386,924,40248965,contraindication,Restrictive cardiomyopathy,C0007196,Restrictive cardiomyopathy,T047,415295002
163387,976,21001877,off-label use,Chronic Obstructive Pulmonary Disease with Bronchospasms,,,,
163388,988,21001156,indication,Neuromuscular Block due to Nondepolarizing Drug,,,,
163389,988,21002067,contraindication,Pyloric obstruction,C1541124,Pyloric obstruction,T047,244815007
163390,982,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002
163391,982,21003246,contraindication,Diarrhea,C0011991,Diarrhea,T184,62315008
163392,972,21002293,contraindication,Acute nephropathy,C0268734,Acute nephropathy,T047,58574008
163393,1013,21002320,indication,Urinary tract infectious disease,C0042029,Urinary tract infectious disease,T047,68566005
163394,1028,21012209,contraindication,Lidocaine Toxicity,,,,
163395,1028,21000756,contraindication,Hypokalemia,C0020621,Hypokalemia,T033,43339004
163396,1037,21001639,contraindication,Renal artery stenosis,C0035067,Renal artery stenosis,T047,302233006
163397,1057,21003053,contraindication,Seizure disorder,C0014544,Seizure disorder,T047,128613002
163398,1048,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
163399,1048,21001768,off-label use,Sinusitis,C0037199,Sinusitis,T047,36971009
163400,1048,21000198,off-label use,Trachoma,C0040592,Trachoma,T047,2576002
163401,4213,21000630,indication,Adrenogenital disorder,C0701163,Adrenogenital disorder,T019,267395000
163402,4211,21001400,off-label use,Otalgia,C0013456,Otalgia,T184,16001004
163403,4218,21001460,contraindication,Angina pectoris,C0002962,Angina pectoris,T033,194828000
163404,4218,21001054,contraindication,Parkinsonism,C0242422,Parkinsonism,T047,32798002
163405,4146,21000789,contraindication,Obesity,C0028754,Obesity,T047,414916001
163406,4146,21000652,indication,Delayed puberty,C0034012,Delayed puberty,T046,400003000
163407,4168,21000886,contraindication,Leukopenia,C0023530,Leukopenia,T047,84828003
163408,4153,21003247,contraindication,Severe diarrhea,C1443924,Severe diarrhea,T184,409587002
163409,4169,21002602,indication,Rhinoscleroma,C0035468,Rhinoscleroma,T047,72409005
163410,4199,21002119,contraindication,Atony of colon,C0267516,Atony of colon,T046,29479008
163411,4142,21000773,contraindication,Porphyria,C0032708,Porphyria,T047,418470004
163412,4142,21003333,indication,Burn Wound Infections,,,,
163413,4161,21013482,contraindication,Perioperative care,C0150706,Perioperative care,T058,133897009
163414,4170,21003278,contraindication,Hyperglycemia,C0020456,Hyperglycemia,T047,80394007
163415,4171,21000756,contraindication,Hypokalemia,C0020621,Hypokalemia,T033,43339004
163416,4164,21000607,contraindication,Hypoglycemic disorder,C0020615,Hypoglycemic disorder,T047,237630007
163417,4199,21002037,contraindication,Peptic ulcer,C0030920,Peptic ulcer,T047,13200003
163418,4265,21013440,off-label use,Synergy for Prevention of Enterococcal Endocarditis,,,,
163419,4271,21002098,contraindication,Inflammatory bowel disease,C0021390,Inflammatory bowel disease,T047,24526004
163420,4271,21000746,contraindication,Dehydration,C0011175,Dehydration,T047,34095006
163421,4265,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002
163422,4265,21003438,off-label use,Prevention of Perioperative Infection,,,,
163423,4261,21000746,contraindication,Dehydration,C0011175,Dehydration,T047,34095006
163424,4253,21001432,contraindication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003
163425,4479,21000746,contraindication,Dehydration,C0011175,Dehydration,T047,34095006
163426,4498,21013562,contraindication,Gastrointestinal hypomotility,C0948779,Gastrointestinal hypomotility,T047,421807004
163427,1768,21013410,indication,Progressive Diffuse Large B-Cell Lymphoma,,,,
163428,1768,21000178,contraindication,Ophthalmic herpes simplex,C0019357,Ophthalmic herpes simplex,T047,186542001
163429,1768,21002643,off-label use,Eczema,C0013595,Eczema,T047,43116000
163430,1767,21000954,contraindication,Bipolar disorder,C0005586,Bipolar disorder,T048,13746004
163431,1762,21000703,contraindication,Hypertriglyceridemia,C0020557,Hypertriglyceridemia,T033,302870006
163432,1764,21002563,indication,Postpartum hemorrhage,C0032797,Postpartum hemorrhage,T046,47821001
163433,1751,21001902,contraindication,Interstitial pneumonia,C0206061,Interstitial pneumonia,T047,64667001
163434,1728,21000926,indication,Opioid withdrawal,C0029104,Opioid withdrawal,T048,87132004
163435,1728,21001566,contraindication,Prolonged QT interval,C0151878,Prolonged QT interval,T033,111975006
163436,1747,21002231,contraindication,Gastrointestinal hemorrhage,C0017181,Gastrointestinal hemorrhage,T046,74474003
163437,1747,21000996,contraindication,Alcoholism,C0001973,Alcoholism,T048,7200002
163438,1748,21003053,contraindication,Seizure disorder,C0014544,Seizure disorder,T047,128613002
163439,1826,21001500,contraindication,Mitral valve prolapse,C0026267,Mitral valve prolapse,T047,409712001
163440,1830,21001068,contraindication,Tardive dyskinesia,C0686347,Tardive dyskinesia,T047,102449007
163441,1845,21002361,contraindication,Benign prostatic hyperplasia,C1739363,Benign prostatic hyperplasia,T047,266569009
163442,1845,21003079,indication,Pain,C0030193,Pain,T184,22253000
163443,1794,21001522,contraindication,Second degree atrioventricular block,C0264906,Second degree atrioventricular block,T047,195042002
163444,1790,21002670,indication,Rosacea,C0035854,Rosacea,T047,398909004
163445,1790,21001049,indication,Abscess of brain,C0006105,Abscess of brain,T047,441806004
163446,1800,21000313,indication,Tinea cruris,C1384589,Tinea cruris,T047,399029005
163447,1817,21002814,indication,Osteoarthritis in Patients at High Ulcer Risk,,,,
163448,1827,21001639,contraindication,Renal artery stenosis,C0035067,Renal artery stenosis,T047,302233006
163449,1832,21002677,indication,Granuloma annulare,C0085074,Granuloma annulare,T047,65508009
163450,1795,21000260,indication,Gonorrhea,C0018081,Gonorrhea,T047,15628003
163451,1802,21001099,off-label use,Status epilepticus,C0038220,Status epilepticus,T047,230456007
163452,1819,21001972,contraindication,Stomatitis,C0038362,Stomatitis,T047,61170000
163453,1819,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001
163454,2466,21001821,indication,Chlamydial pneumonia,C0339959,Chlamydial pneumonia,T047,233609002
163455,2492,21004202,indication,Bacteroides Gynecological Infections,,,,
163456,2620,21000039,contraindication,Acute tuberculosis,C0275959,Acute tuberculosis,T047,25629007
163457,2611,21000259,indication,Syphilis,C0039128,Syphilis,T047,76272004
163458,2611,21000026,contraindication,Pseudomembranous enterocolitis,C0014358,Pseudomembranous enterocolitis,T047,397683000
163459,2611,21002025,indication,Duodenal Ulcer due to H. Pylori,,,,
163460,2592,21002196,contraindication,Hepatic failure,C0085605,Hepatic failure,T047,59927004
163461,2607,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
163462,2607,21012052,contraindication,Magnetic resonance imaging,C0024485,Magnetic resonance imaging,T060,113091000
163463,2585,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
163465,2609,21001062,indication,Huntington's chorea,C0020179,Huntington's chorea,T047,58756001
163466,2572,21002623,indication,Complicated Skin and Skin Structure Infection,,,,
163467,2725,21003393,indication,Transplanted organ rejection,C0345468,Transplanted organ rejection,T046,213148006
163468,2706,21003075,contraindication,Fatigue,C0015672,Fatigue,T184,84229001
163469,2712,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
163470,2712,21001432,indication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003
163471,2725,21002687,indication,Lichen planus,C0023646,Lichen planus,T047,4776004
163472,2722,21001677,contraindication,Telangiectasia disorder,C0039446,Telangiectasia disorder,T047,247479008
163473,2713,21000572,contraindication,Estrogen receptor positive tumor,C1562312,Estrogen receptor positive tumor,T191,416053008
163474,2656,21002420,indication,Pelvic abscess,C0030785,Pelvic abscess,T047,111367007
163475,2699,21002203,contraindication,Hepatic failure,C0085605,Hepatic failure,T047,59927004
163476,2638,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001
163477,2656,21002454,indication,Klebsiella Endometritis,,,,
163478,2661,21002159,indication,Infectious disease of abdomen,C1112209,Infectious disease of abdomen,T047,128070006
163479,2661,21001815,indication,Legionella Pneumophila Pneumonia,,,,
163480,1112,21001902,contraindication,Interstitial pneumonia,C0206061,Interstitial pneumonia,T047,64667001
163481,1112,21000878,contraindication,Thrombocytopenic disorder,C0040034,Thrombocytopenic disorder,T033,302215000
