struct_id	relationship_name	disease_name	umls_cui	snomed_conceptid
2815	contraindication	Transplantation	C0040732	77465005
2815	off-label use	Diastolic heart failure	C1135196	418304008
2807	indication	Osteomyelitis due to Staphylococcus aureus	C1997728	428783003
2834	off-label use	Glutaric aciduria, type 1	C0268595	76175005
2777	indication	Postnatal infection	C1278797	178280004
280	contraindication	Infectious mononucleosis	C0021345	271558008
280	contraindication	Pseudomembranous enterocolitis	C0014358	397683000
299	contraindication	Hyponatremia	C0020625	89627008
348	contraindication	Open-angle glaucoma	C0017612	84494001
348	contraindication	Citrullinemia	C0175683	398680004
329	contraindication	Disorder of cardiovascular system	C0007222	49601007
380	contraindication	Hyperuricemia	C0740394	35885006
395	contraindication	General anesthesia	C0002915	50697003
374	contraindication	Angle-closure glaucoma	C0017605	392291006
349	indication	Sarcoidosis	C0036202	31541009
349	contraindication	Diabetes mellitus	C0011849	73211009
348	contraindication	Peptic ulcer	C0030920	13200003
353	contraindication	Adrenal cortical hypofunction	C0405580	386584007
356	contraindication	Second degree atrioventricular block	C0264906	195042002
408	indication	Nasal discharge	C1260880	64531003
408	contraindication	Benign prostatic hyperplasia	C1739363	266569009
408	contraindication	Disorder of cardiovascular system	C0007222	49601007
404	contraindication	Injury of head	C0018674	82271004
408	contraindication	Hiatal hernia	C3489393	84089009
2228	contraindication	Ulcerative colitis	C0009324	64766004
2291	contraindication	Sick sinus syndrome	C0037052	36083008
2303	indication	Hypertensive disorder	C0020538	38341003
2298	contraindication	Leukopenia	C0023530	84828003
2274	contraindication	Hyperprolactinemia	C0020514	237662005
2279	contraindication	Diplopia	C0012569	24982008
2279	contraindication	Chronic heart failure	C0264716	48447003
2279	contraindication	Neoplasm of liver	C0023903	126851005
2276	contraindication	Urinary tract obstruction	C0178879	7163005
2267	contraindication	Sleep apnea	C0037315	73430006
2272	contraindication	Leukopenia	C0023530	84828003
2272	off-label use	Astrocytoma, anaplastic	C0334579	55353007
2326	contraindication	Impaired renal function disorder	C0341677	197663003
2320	contraindication	Dementia	C0497327	52448006
2320	contraindication	Electroconvulsive therapy	C0013806	23835007
2402	contraindication	Acute nephropathy	C0268734	58574008
2405	contraindication	Autonomic dysreflexia	C0238015	129618003
2405	contraindication	Shock	C0036974	27942005
2406	contraindication	Proteinuria	C0033687	29738008
2415	contraindication	Breastfeeding (mother)	C1623040	413712001
2415	contraindication	Gastritis	C0017152	4556007
2370	contraindication	Chronic disease of respiratory system	C0264220	17097001
2373	contraindication	Pregnancy, function	C0032961	289908002
2390	contraindication	Migraine	C0149931	37796009
2390	contraindication	Hyperthyroidism	C0020550	34486009
2366	contraindication	Breastfeeding (mother)	C1623040	413712001
2379	off-label use	Traveler's diarrhea	C0277528	11840006
2373	off-label use	Hemorrhagic nephroso-nephritis	C0019101	102455002
2377	contraindication	Anemia	C0002871	271737000
734	indication	Non-Hodgkin's lymphoma	C0024305	118601006
734	indication	Acne vulgaris	C0001144	88616000
734	indication	Multiple sclerosis	C0026769	24700007
734	indication	Iritis	C0022081	65074000
734	contraindication	Bacterial infectious disease	C0004623	87628006
727	contraindication	Classical phenylketonuria	C0751434	7573000
751	off-label use	Fibromyalgia	C0016053	203082005
749	indication	Common cold	C0009443	82272006
757	contraindication	Arterial aneurysm	C0340613	233981004
757	contraindication	Conduction disorder of the heart	C0264886	44808001
765	contraindication	Benign prostatic hyperplasia	C1739363	266569009
812	contraindication	Alcoholism	C0001973	7200002
810	contraindication	Hypertriglyceridemia	C0020557	302870006
810	contraindication	Hypercholesterolemia	C0020443	13644009
811	contraindication	Malignant hyperthermia	C0024591	405501007
779	indication	Fibrocystic breast changes	C0016034	27431007
779	contraindication	Porphyria	C0032708	418470004
2771	contraindication	Hypertensive disorder	C0020538	38341003
2771	contraindication	Asthma	C0004096	195967001
2771	contraindication	Hyperkalemia	C0020461	14140009
2776	contraindication	Constipation	C0009806	14760008
3135	indication	Pruritus ani	C0033775	90446007
3135	contraindication	Atrophoderma	C0151514	399979006
2989	contraindication	Hypocalcemia	C0020598	5291005
3064	contraindication	Factor II deficiency	C3203356	73975000
3188	contraindication	Hyperlipidemia	C0020473	55822004
2999	off-label use	Infection by Moniliformis	C0277334	2341000
3017	indication	Local anesthesia	C0002921	386761002
2847	contraindication	Traumatic injury	C3263723	417746004
2861	contraindication	Kidney disease	C0022658	90708001
2838	contraindication	Hb SS disease	C0002895	127040003
2865	contraindication	Senile dementia	C0011268	15662003
432	contraindication	Cardiogenic shock	C0036980	89138009
427	contraindication	Disease of liver	C0023895	235856003
432	contraindication	Disorder of mucous membrane	C0151785	95351003
439	contraindication	Chronic obstructive lung disease	C0024117	13645005
439	contraindication	Chronic heart failure	C0264716	48447003
439	contraindication	Porphyria	C0032708	418470004
439	contraindication	Thrombocytopenic disorder	C0040034	302215000
434	indication	Prevention of opioid abuse	C1960643	426928008
463	indication	Tension-type headache	C0033893	398057008
463	indication	Migraine	C0149931	37796009
463	contraindication	Ventricular tachycardia	C0042514	25569003
466	indication	Hypoparathyroidism	C0020626	36976004
475	contraindication	Dehydration	C0011175	34095006
480	contraindication	Necrotizing enterocolitis in fetus OR newborn	C0520459	2707005
480	off-label use	Adenocarcinoma of pancreas	C0281361	700423003
499	contraindication	Arterial thrombosis	C0151942	65198009
499	indication	Nasal discharge	C1260880	64531003
499	contraindication	Ventricular tachycardia	C0042514	25569003
499	contraindication	Central nervous system depression	C0151559	418072004
499	contraindication	Arteriosclerotic vascular disease	C0003850	72092001
494	indication	Allergic rhinitis	C2607914	61582004
502	contraindication	Diabetes mellitus	C0011849	73211009
520	contraindication	Severe chronic obstructive pulmonary disease	C0730607	313299006
522	contraindication	Cardiogenic shock	C0036980	89138009
530	contraindication	Factor II deficiency	C3203356	73975000
527	indication	Proteus urinary tract infection	C0577709	301012009
527	indication	Staphylococcal septicemia	C0152965	111821004
2340	contraindication	Myocardial ischemia	C0151744	414795007
2340	contraindication	Renal artery stenosis	C0035067	302233006
2340	contraindication	Bone marrow depression	C0151773	307762000
2337	contraindication	Leukopenia	C0023530	84828003
2362	contraindication	Disorder of autonomic nervous system	C1145628	15241006
2362	contraindication	Seizure disorder	C0014544	128613002
2342	contraindication	Hepatic porphyria	C0162533	55056006
2342	contraindication	Endometrial carcinoma	C0476089	254878006
2445	contraindication	Hypophosphatemia	C0085682	4996001
2445	indication	Hypercholesterolemia	C0020443	13644009
2424	contraindication	Substance abuse	C0740858	66214007
2445	contraindication	Hyperglycemia	C0020456	80394007
2428	contraindication	Heart disease	C0018799	56265001
2415	contraindication	Chronic obstructive lung disease	C0024117	13645005
2543	contraindication	Body fluid retention	C0268000	43498006
2499	contraindication	Disease of blood AND/OR blood-forming organ	C0018939	191124002
2500	contraindication	Third trimester pregnancy	C0032981	41587001
2502	contraindication	Breastfeeding (mother)	C1623040	413712001
2503	contraindication	Acute nephropathy	C0268734	58574008
2503	contraindication	Epilepsy	C0014544	84757009
2525	off-label use	Systemic sclerosis	C0011644	89155008
2525	contraindication	Disease of liver	C0023895	235856003
2544	contraindication	Posterior reversible encephalopathy syndrome	C3160858	450886002
2544	contraindication	Seizure disorder	C0014544	128613002
774	contraindication	Leukopenia	C0023530	84828003
776	contraindication	Cerebral hemorrhage	C2937358	274100004
824	indication	Disorder of musculoskeletal system	C0026857	928000
824	contraindication	Herpes simplex	C0019348	88594005
824	indication	Articular gout	C0003868	48440001
824	indication	Nephrotic syndrome	C0027726	52254009
818	contraindication	Hypertensive disorder	C0020538	38341003
838	indication	Contact dermatitis due to poison oak	C0263283	200824008
830	contraindication	Bladder outflow obstruction	C0403654	236645006
830	contraindication	Chronic idiopathic constipation	C0267509	82934008
835	contraindication	Diabetes mellitus	C0011849	73211009
842	contraindication	Dehydration	C0011175	34095006
844	contraindication	Acute nephropathy	C0268734	58574008
861	contraindication	Heart disease	C0018799	56265001
859	indication	Itching of skin	C0033774	418363000
864	contraindication	Metabolic acidosis, normal anion gap, acidifying salts	C0085569	18104000
912	indication	Cervical ripening procedure	C0404328	236959001
886	contraindication	Ulcerative colitis	C0009324	64766004
886	contraindication	Primary adrenocortical insufficiency	C0001403	373662000
886	contraindication	Vitamin K deficiency	C0042880	52675005
868	contraindication	Achalasia of esophagus	C0014848	45564002
868	contraindication	Bleeding	C0019080	131148009
868	contraindication	Autonomic dysreflexia	C0238015	129618003
878	contraindication	Myasthenia gravis	C0026896	91637004
882	indication	Chronic heart failure	C0264716	48447003
886	contraindication	Hemophilia	C0684275	90935002
878	contraindication	Liver function tests abnormal	C0151766	166603001
871	contraindication	Body fluid retention	C0268000	43498006
871	contraindication	Disorder of gallbladder	C0016977	39621005
2838	contraindication	Malignant tumor of cervix	C0007847	363354003
4135	contraindication	Structural disorder of heart	C1290384	128599005
4072	contraindication	Toxic megacolon	C0025162	28536002
4061	indication	Hypertensive disorder	C0020538	38341003
4127	contraindication	Diabetes mellitus	C0011849	73211009
4127	contraindication	Humoral hypercalcemia of malignancy	C0149911	47709007
4116	contraindication	Impaired renal function disorder	C0341677	197663003
4116	contraindication	Decompensated cardiac failure	C0581377	195111005
3620	indication	Allergic rhinitis	C2607914	61582004
3558	contraindication	Disease of blood AND/OR blood-forming organ	C0018939	191124002
3344	contraindication	Severe chronic ulcerative colitis	C0267387	14311001
3356	contraindication	Hypertriglyceridemia	C0020557	302870006
3487	contraindication	Chronic heart failure	C0264716	48447003
3487	contraindication	Denuded skin	C1626417	418242004
3524	contraindication	Deficiency of cytochrome-b>5< reductase	C0268193	124184009
550	indication	Peptostreptococcus infection	C1096562	135341000119101
550	indication	Escherichia coli urinary tract infection	C0577708	301011002
564	indication	Bacterial meningitis	C0085437	95883001
563	indication	Infection due to Staphylococcus aureus	C1318973	406602003
564	contraindication	Pseudomembranous enterocolitis	C0014358	397683000
571	indication	Escherichia coli urinary tract infection	C0577708	301011002
575	indication	Bacterial endocarditis	C0014121	301183007
594	contraindication	Atony of colon	C0267516	29479008
594	indication	Mixed anxiety and depressive disorder	C0338908	231504006
594	contraindication	Smokes tobacco daily	C3266136	449868002
593	indication	Cough	C0010200	49727002
593	contraindication	Hypoxia	C0242184	389086002
585	contraindication	Chronic idiopathic constipation	C0267509	82934008
616	contraindication	Drug-induced psychosis	C0033937	191483003
623	contraindication	Tardive dyskinesia	C0686347	102449007
623	contraindication	Retention of urine	C0080274	267064002
621	contraindication	Tardive dyskinesia	C0686347	102449007
621	contraindication	Parkinsonism	C0242422	32798002
2477	contraindication	Kidney disease	C0022658	90708001
2487	contraindication	Primary hyperoxaluria	C0020501	17901006
2611	indication	Pharyngitis	C0031350	405737000
2611	indication	Q fever	C0034362	186788009
2611	indication	Acute gonococcal endometritis	C0153196	65295003
2598	contraindication	Diabetes mellitus	C0011849	73211009
2606	indication	Carcinoma of female breast	C3163805	447782002
2597	off-label use	Candidiasis of skin	C0006846	49883006
2706	contraindication	Mood swings	C0085633	18963009
2708	contraindication	Hypertriglyceridemia	C0020557	302870006
2725	indication	Dermatitis herpetiformis	C0011608	111196000
2725	indication	Aphthous ulcer of mouth	C0038363	426965005
2711	contraindication	Infectious disease of central nervous system	C0007684	128117002
2705	contraindication	Gastric retention	C0585136	307227006
2715	contraindication	Feeling agitated	C0085631	24199005
2722	contraindication	Pregnancy, function	C0032961	289908002
2722	contraindication	Osteomalacia	C0029442	4598005
867	contraindication	Nutritional disorder	C0028709	2492009
874	contraindication	Hypertensive disorder	C0020538	38341003
874	contraindication	Disorder of coronary artery	C1956346	414024009
965	indication	Corneal abrasion	C0010032	85848002
961	indication	Relapsing fever	C0035021	420079008
956	contraindication	Myocardial infarction in recovery phase	C1633725	418044006
941	contraindication	Hb SS disease	C0002895	127040003
934	contraindication	Kidney disease	C0022658	90708001
920	contraindication	Chronic idiopathic constipation	C0267509	82934008
924	contraindication	Gout	C0018099	90560007
924	contraindication	Hypercalcemia	C0020437	66931009
1024	contraindication	Operation on gastrointestinal tract	C0399610	386621005
1024	contraindication	Drug-induced psychosis	C0033937	191483003
1018	contraindication	Gastric ulcer	C0038358	397825006
983	indication	Tinea cruris	C1384589	399029005
976	contraindication	Dyspnea	C0013404	267036007
988	contraindication	Conduction disorder of the heart	C0264886	44808001
1028	contraindication	Primary dilated cardiomyopathy	C0007193	195021004
1030	off-label use	Malignant tumor of stomach	C0024623	363349007
1043	contraindication	Pyloric obstruction	C1541124	244815007
3487	contraindication	Contact dermatitis	C0011616	40275004
3317	contraindication	Deep venous thrombosis	C0149871	128053003
4244	off-label use	Osteoporosis	C0029456	64859006
4244	contraindication	Kidney disease	C0022658	90708001
4212	contraindication	Hyperchloremia	C0085679	74450001
4220	contraindication	Peripheral nerve disease	C0031117	302226006
4202	contraindication	Acute hepatitis	C0267797	37871000
4212	contraindication	Chronic diarrhea	C0401151	236071009
4146	contraindication	Kidney disease	C0022658	90708001
4146	indication	Deficiency of testosterone biosynthesis	C0342527	38825009
4168	contraindication	Hepatic failure	C0085605	59927004
4168	contraindication	Tardive dyskinesia	C0686347	102449007
4168	indication	Schizophrenia	C0036341	58214004
4189	contraindication	Depressive disorder	C0011581	35489007
4201	contraindication	Drug AND/OR toxin-induced diarrhea	C0267558	65979008
4178	contraindication	Severe diarrhea	C1443924	409587002
4266	contraindication	Gastrointestinal ulcer	C0237938	40845000
4271	contraindication	Thyrotoxicosis	C0040156	90739004
4271	contraindication	Diabetes mellitus	C0011849	73211009
4276	contraindication	Bronchospasm	C0006266	4386001
678	off-label use	Toxoplasmosis associated with acquired immunodeficiency syndrome	C1720498	421666009
668	contraindication	Porphyria	C0032708	418470004
660	contraindication	Respiratory insufficiency	C0035229	409623005
704	contraindication	Diabetes mellitus type 1	C0011854	46635009
711	contraindication	Substance abuse	C0740858	66214007
701	contraindication	Disease of liver	C0023895	235856003
725	contraindication	Cor pulmonale	C0034072	83291003
725	contraindication	Coma	C0009421	371632003
722	contraindication	Pulmonary thromboembolism	C0524702	233935004
734	off-label use	Adrenoleukodystrophy	C0162309	65389002
734	contraindication	Infective otitis media	C0729586	312218008
734	indication	Ulcerative colitis	C0009324	64766004
734	contraindication	Hypercortisolism	C0001622	47270006
52	contraindication	Hepatic failure	C0085605	59927004
56	indication	Anoxia due to high altitude	C0002351	42883007
59	contraindication	Breastfeeding (mother)	C1623040	413712001
74	indication	Sinus headache	C0037195	4969004
78	contraindication	Visual impairment	C3665347	397540003
82	indication	Sneezing	C0037383	76067001
102	indication	Chlamydial pneumonia	C0339959	233609002
150	indication	Seborrheic dermatitis	C0036508	50563003
136	contraindication	Breastfeeding (mother)	C1623040	413712001
143	contraindication	Myocardial infarction	C0027051	22298006
157	indication	Sepsis of the newborn	C0456103	206376005
157	contraindication	Pregnancy, function	C0032961	289908002
146	contraindication	Urinary tract obstruction	C0178879	7163005
129	contraindication	Diverticulitis of gastrointestinal tract	C0349774	271366000
128	contraindication	Obesity	C0028754	414916001
180	contraindication	Obesity	C0028754	414916001
180	contraindication	Suicidal thoughts	C0424000	6471006
158	contraindication	Dehydration	C0011175	34095006
163	contraindication	Thrombosis	C0040053	439127006
192	contraindication	Fracture of bone	C0016658	125605004
192	indication	Urinary tract infectious disease	C0042029	68566005
184	indication	Narcoanalysis	C1281603	302683009
183	contraindication	Hepatic coma	C0019147	72836002
198	contraindication	Infectious mononucleosis	C0021345	271558008
198	off-label use	Listerial endocarditis	C0348868	186318004
1988	off-label use	Crohn's disease	C0010346	34000006
2132	contraindication	Mood swings	C0085633	18963009
2132	contraindication	Kidney disease	C0022658	90708001
2132	contraindication	Procedure on urinary system	C0545433	118677009
2100	contraindication	Disease of liver	C0023895	235856003
2120	contraindication	Kidney disease	C0022658	90708001
2100	contraindication	Alcoholism	C0001973	7200002
2120	contraindication	Megaloblastic anemia due to folate deficiency	C0151482	85649008
2123	off-label use	Bulimia nervosa	C2267227	78004001
2132	contraindication	Insomnia	C0917801	193462001
2132	contraindication	Eye infection	C0015403	128351009
2108	contraindication	Disorder of connective tissue	C0009782	105969002
2044	contraindication	Low blood pressure	C0020649	45007003
2044	contraindication	Anemia	C0002871	271737000
2050	contraindication	Duodenal ulcer disease	C0013295	51868009
2076	contraindication	Benign prostatic hyperplasia	C1739363	266569009
2090	contraindication	Hypertensive disorder	C0020538	38341003
2067	contraindication	Kidney disease	C0022658	90708001
2132	contraindication	Hyperkalemia	C0020461	14140009
2132	contraindication	Goiter	C0018021	3716002
2146	contraindication	Myocardial infarction	C0027051	22298006
2146	contraindication	Benign prostatic hyperplasia	C1739363	266569009
2146	indication	Dilated pupil	C0026961	37125009
2149	contraindication	Benign prostatic hyperplasia	C1739363	266569009
2149	contraindication	Drug-induced psychosis	C0033937	191483003
2168	contraindication	Netherton's syndrome	C0265962	312514006
2187	indication	Bacterial pneumonia	C0004626	53084003
3188	contraindication	Uterine leiomyoma	C0042133	95315005
3188	contraindication	Thromboembolic disorder	C0040038	371039008
2994	indication	Hypoglycemic disorder	C0020615	237630007
3064	contraindication	Cerebrovascular accident	C0038454	230690007
3103	off-label use	Arginase deficiency	C0268548	23501004
3135	contraindication	Seizure disorder	C0014544	128613002
2878	indication	Severe pain	C0278140	76948002
2968	contraindication	Hyperglycemia	C0020456	80394007
3274	contraindication	Thromboembolic disorder	C0040038	371039008
2847	contraindication	Nutritional disorder	C0028709	2492009
2846	indication	Invasive pulmonary aspergillosis	C0276653	3214003
2865	indication	Bipolar affective disorder, current episode manic	C0338873	191618007
2865	contraindication	Myocardial infarction	C0027051	22298006
2843	contraindication	Central nervous system depression	C0151559	418072004
4137	contraindication	Seizure disorder	C0014544	128613002
3931	contraindication	Prolonged QT interval	C0151878	111975006
4123	contraindication	Severe diarrhea	C1443924	409587002
4061	contraindication	Right ventricular failure	C2939447	367363000
3909	off-label use	Diverticulitis of gastrointestinal tract	C0349774	271366000
3909	contraindication	Acute nephropathy	C0268734	58574008
3944	indication	Small cell carcinoma of lung	C0149925	254632001
3944	off-label use	Diffuse non-Hodgkin's lymphoma, large cell	C0079744	109969005
4127	contraindication	Cobalamin deficiency	C0042847	190634004
1385	contraindication	Epilepsy	C0014544	84757009
1393	contraindication	Alcohol withdrawal delirium	C0001957	8635005
1393	contraindication	Acute abdominal pain	C0740577	116290004
1400	contraindication	Smoking cessation assistance	C1692317	384742004
1402	contraindication	Edema	C0013604	267038008
1393	indication	Severe pain	C0278140	76948002
1399	indication	Malignant melanoma	C0025202	372244006
1388	contraindication	Gastric ulcer	C0038358	397825006
1392	indication	Edema	C0013604	267038008
1388	indication	Ulcerative colitis	C0009324	64766004
1508	contraindication	Agranulocytosis	C0001824	17182001
1511	contraindication	Disease of liver	C0023895	235856003
1437	contraindication	Disease of liver	C0023895	235856003
1426	off-label use	Cutaneous anthrax	C0003177	84980006
1505	contraindication	Hypovolemia	C0546884	28560003
1445	contraindication	Pregnancy, function	C0032961	289908002
1496	contraindication	Poisoning by acetaminophen	C0237963	70273001
1427	contraindication	Disease of liver	C0023895	235856003
1452	indication	Radiographic imaging procedure	C1962945	363680008
1481	contraindication	Neonatal hyperbilirubinemia	C0857007	281610001
1500	contraindication	Breastfeeding (mother)	C1623040	413712001
1427	contraindication	Disorder of cardiovascular system	C0007222	49601007
1508	contraindication	Hypovolemia	C0546884	28560003
1572	contraindication	Anemia	C0002871	271737000
1572	contraindication	Congenital heart disease	C0152021	13213009
197	off-label use	Malaria	C0024530	61462000
197	indication	Gingivostomatitis	C0149704	20607006
197	off-label use	Tropical sprue	C0038054	47384003
256	contraindication	Conduction disorder of the heart	C0264886	44808001
258	contraindication	Hyperglycemia	C0020456	80394007
255	contraindication	Gout	C0018099	90560007
279	indication	Proteus septicemia	C0577690	300986008
280	indication	Haemophilus influenzae pneumonia	C0276026	70036007
276	off-label use	Pertussis	C0043167	27836007
270	indication	Acne vulgaris	C0001144	88616000
277	off-label use	Cholangitis	C0008311	82403002
2176	indication	Hypertensive disorder	C0020538	38341003
2176	contraindication	Pregnancy, function	C0032961	289908002
2148	contraindication	Bladder outflow obstruction	C0403654	236645006
2253	contraindication	Hyperglycemia	C0020456	80394007
2253	indication	Sarcoidosis	C0036202	31541009
2253	indication	Rheumatoid arthritis	C0003873	69896004
2253	contraindication	Cerebral trauma	C0558400	275382005
2247	contraindication	Krukenberg spindle	C0271278	85430004
2247	contraindication	Vaccinia keratitis	C1301518	397552005
2253	indication	Ankylosing spondylitis	C0038013	9631008
2239	contraindication	Kidney stone	C0022650	95570007
2210	contraindication	Smokes tobacco daily	C3266136	449868002
2210	contraindication	Gastrointestinal hemorrhage	C0017181	74474003
2284	indication	Allergic conjunctivitis	C0009766	473460002
2284	indication	Nausea	C0027497	422587007
2268	contraindication	Hepatic failure	C0085605	59927004
2279	indication	Postmenopausal osteoporosis	C0029458	102447009
2276	contraindication	Angle-closure glaucoma	C0017605	392291006
2272	contraindication	Hepatic failure	C0085605	59927004
2326	contraindication	Chronic heart failure	C0264716	48447003
2326	indication	Common cold	C0009443	82272006
2326	contraindication	Chronic idiopathic constipation	C0267509	82934008
2326	contraindication	Dysfunction of sphincter of Oddi	C0878588	430887001
4129	contraindication	Humoral hypercalcemia of malignancy	C0149911	47709007
4061	contraindication	Thromboangiitis obliterans	C0040021	52403007
4115	contraindication	Cerebrovascular disease	C0007820	62914000
3742	contraindication	Glaucoma	C0017601	23986001
3742	contraindication	Disease of liver	C0023895	235856003
3344	contraindication	Hypovolemic shock	C0020683	39419009
3424	contraindication	Factor II deficiency	C3203356	73975000
3487	indication	Inflammatory dermatosis	C3875321	703938007
3569	indication	Alcoholism	C0001973	7200002
3569	contraindication	Coronary arteriosclerosis	C0010054	53741008
3356	indication	Menopausal flushing	C0600142	198436008
3584	contraindication	Priapism	C0033117	6273006
3403	indication	Systemic sclerosis	C0011644	89155008
3333	indication	Pneumonia	C0032285	233604007
3408	contraindication	Skin irritation	C0152030	367466007
4244	contraindication	Dehydration	C0011175	34095006
4202	contraindication	Azotemia	C0242528	445009001
1559	contraindication	Urinary tract obstruction	C0178879	7163005
1529	contraindication	Coronary artery bypass graft	C0010055	232717009
1547	indication	Gastroesophageal reflux disease	C0017168	235595009
1531	contraindication	Decompensated cardiac failure	C0581377	195111005
1529	contraindication	Chronic heart failure	C0264716	48447003
1549	contraindication	Renal tubular acidosis	C0001126	1776003
1704	contraindication	Seizure disorder	C0014544	128613002
1714	contraindication	Thrombophlebitis	C0040046	64156001
1690	contraindication	Gangrene	C0017086	36024000
1665	contraindication	Depressive disorder	C0011581	35489007
1688	indication	Urticaria	C0042109	126485001
1711	contraindication	Impaired cognition	C0338656	386806002
1676	contraindication	Gastrointestinal ulcer	C0237938	40845000
1709	off-label use	Diverticulitis of gastrointestinal tract	C0349774	271366000
1610	contraindication	Pregnancy, function	C0032961	289908002
348	indication	Berylliosis	C0005138	8247009
328	indication	Pruritus ani	C0033775	90446007
323	contraindication	Open wound	C0332798	125643001
323	contraindication	Factor II deficiency	C3203356	73975000
373	contraindication	Osteolysis	C0302313	203522001
375	contraindication	Seizure disorder	C0014544	128613002
375	contraindication	Incontinence of feces	C0015732	72042002
374	contraindication	Tardive dyskinesia	C0686347	102449007
358	contraindication	Irritable bowel syndrome	C0022104	10743008
348	indication	Ankylosing spondylitis	C0038013	9631008
348	contraindication	Pustular psoriasis	C0152081	200973000
349	indication	Tenosynovitis	C0039520	67801009
349	indication	Berylliosis	C0005138	8247009
349	indication	Non-Hodgkin's lymphoma	C0024305	118601006
348	indication	Adrenogenital disorder	C0701163	267395000
348	indication	Disorder of musculoskeletal system	C0026857	928000
408	indication	Vasomotor rhinitis	C0035460	8229003
408	contraindication	Disorder of gallbladder	C0016977	39621005
408	contraindication	Mood swings	C0085633	18963009
404	contraindication	Conduction disorder of the heart	C0264886	44808001
432	contraindication	Constipation	C0009806	14760008
432	contraindication	Decreased cardiac function	C0232166	43650005
435	off-label use	Attention deficit hyperactivity disorder	C1263846	406506008
439	contraindication	Kidney disease	C0022658	90708001
439	contraindication	Feeling agitated	C0085631	24199005
438	contraindication	Hyperglycemia	C0020456	80394007
439	contraindication	Achalasia of esophagus	C0014848	45564002
434	indication	Severe pain	C0278140	76948002
463	contraindication	Acute exacerbation of asthma	C0347950	708038006
460	contraindication	Breastfeeding (mother)	C1623040	413712001
463	contraindication	Pulmonary emphysema	C0034067	87433001
454	contraindication	Decreased respiratory function	C0235063	80954004
489	contraindication	Bone marrow depression	C0151773	307762000
2402	contraindication	Hallucinations	C0018524	7011001
2405	contraindication	Infectious disease	C0009450	40733004
2406	indication	Hypercholesterolemia	C0020443	13644009
2415	contraindication	Hyperthyroidism	C0020550	34486009
2373	contraindication	Impaired renal function disorder	C0341677	197663003
2389	contraindication	Agranulocytosis	C0001824	17182001
2389	contraindication	Obesity	C0028754	414916001
2389	contraindication	Myocardial ischemia	C0151744	414795007
2370	contraindication	Disease of liver	C0023895	235856003
2378	contraindication	Pseudomembranous enterocolitis	C0014358	397683000
2382	contraindication	Liver function tests abnormal	C0151766	166603001
2415	contraindication	Acute abdominal pain	C0740577	116290004
2340	contraindication	Hyperuricemia	C0740394	35885006
2358	indication	Gastric ulcer	C0038358	397825006
2331	indication	Dysmenorrhea	C0013390	266599000
2359	contraindication	Kidney disease	C0022658	90708001
2362	contraindication	Pericardial effusion	C0031039	373945007
2362	contraindication	Syncope	C0039070	271594007
2332	contraindication	Anemia	C0002871	271737000
2362	contraindication	Hypertensive disorder	C0020538	38341003
2363	indication	General anesthesia	C0002915	50697003
2342	contraindication	Hypertensive urgency	C0745138	443482000
2446	contraindication	Body fluid retention	C0268000	43498006
2446	contraindication	Hypertriglyceridemia	C0020557	302870006
2436	indication	Posttraumatic stress disorder	C0038436	47505003
2441	contraindication	Hepatic failure	C0085605	59927004
2441	contraindication	Hypertensive urgency	C0745138	443482000
2424	contraindication	Myocardial infarction	C0027051	22298006
2424	contraindication	Hypoalbuminemia	C0239981	119247004
2422	contraindication	Breastfeeding (mother)	C1623040	413712001
2419	contraindication	Hyperglycemia	C0020456	80394007
2543	contraindication	Cerebral ischemia	C0917798	287731003
4213	contraindication	Shock	C0036974	27942005
4202	contraindication	Acute pancreatitis	C0001339	197456007
4202	contraindication	Chronic idiopathic constipation	C0267509	82934008
4213	contraindication	Ocular hypertension	C0028840	4210003
4210	contraindication	Breastfeeding (mother)	C1623040	413712001
4189	contraindication	Mild pre-eclampsia	C0269658	41114007
4169	indication	Pneumonia due to Escherichia coli	C0276089	51530003
4161	contraindication	Interstitial pneumonia	C0206061	64667001
4191	indication	Urge incontinence of urine	C0150045	87557004
4191	contraindication	Poor metabolizer due to cytochrome p450 CYP2D6 variant	C1828413	423629005
4164	contraindication	Medullary thyroid carcinoma	C0238462	255032005
4201	contraindication	Respiratory insufficiency	C0035229	409623005
4261	contraindication	Obstructive hyperbilirubinemia	C0022354	59848001
4261	contraindication	Porphyria	C0032708	418470004
4265	indication	Infectious disorder of joint	C0157749	363162000
4271	indication	Hypophosphatemia	C0085682	4996001
4271	contraindication	Gastrointestinal hypomotility	C0948779	421807004
4265	indication	Infectious disease of abdomen	C1112209	128070006
4263	off-label use	Gingivitis	C0017574	66383009
4250	indication	Gastroesophageal reflux disease	C0017168	235595009
4253	contraindication	Complete atrioventricular block	C0151517	27885002
4245	contraindication	Gastroesophageal reflux disease	C0017168	235595009
4248	indication	Pityriasis simplex	C0423775	200767005
4247	contraindication	Pregnancy, function	C0032961	289908002
4476	indication	Atopic dermatitis	C0011615	24079001
4498	contraindication	Senile dementia	C0011268	15662003
1587	contraindication	Neutropenic disorder	C0027947	303011007
1596	contraindication	Leukopenia	C0023530	84828003
1596	contraindication	Bone marrow depression	C0151773	307762000
1605	indication	Allergic rhinitis	C2607914	61582004
1613	indication	Schizophrenia	C0036341	58214004
1587	contraindication	Anuria	C0003460	2472002
1587	indication	Hypertensive disorder	C0020538	38341003
