dise_name	orphanet_id	ref_id	ref_name	dise_type
Distal hereditary motor neuropathy	53739	C0393541	UMLS	rare_genetic
Plummer-Vinson syndrome	54028	C0032249	UMLS	not_genetic
Plummer-Vinson syndrome	54028	D011004	MeSH	not_genetic
Plummer-Vinson syndrome	54028	10040664	MedDRA	not_genetic
Plummer-Vinson syndrome	54028	D50.1	ICD-10	not_genetic
Wyburn-Mason syndrome	53719	C536752	MeSH	rare_genetic
Wyburn-Mason syndrome	53719	C0265321	UMLS	rare_genetic
Wyburn-Mason syndrome	53719	10048661	MedDRA	rare_genetic
Wyburn-Mason syndrome	53719	Q28.2	ICD-10	rare_genetic
Cobb syndrome	53721	C0346068	UMLS	not_genetic
Cobb syndrome	53721	10068841	MedDRA	not_genetic
Cobb syndrome	53721	Q27.3	ICD-10	not_genetic
Hyaline body myopathy	53698	255160	OMIM	rare_genetic
Hyaline body myopathy	53698	608358	OMIM	rare_genetic
Hyaline body myopathy	53698	G71.2	ICD-10	rare_genetic
Familial tumoral calcinosis	53715	211900	OMIM	rare_genetic
Familial tumoral calcinosis	53715	610455	OMIM	rare_genetic
Familial tumoral calcinosis	53715	C0263628	UMLS	rare_genetic
Familial tumoral calcinosis	53715	10059364	MedDRA	rare_genetic
Familial tumoral calcinosis	53715	M11.2	ICD-10	rare_genetic
Lethal arthrogryposis-anterior horn cell disease syndrome	53696	611890	OMIM	rare_genetic
Gnathodiaphyseal dysplasia	53697	166260	OMIM	rare_genetic
Congenital cornea plana	53691	121400	OMIM	rare_genetic
Congenital cornea plana	53691	217300	OMIM	rare_genetic
Congenital cornea plana	53691	Q13.4	ICD-10	rare_genetic
GRACILE syndrome	53693	603358	OMIM	rare_genetic
GRACILE syndrome	53693	C537934	MeSH	rare_genetic
GRACILE syndrome	53693	C1864002	UMLS	rare_genetic
GRACILE syndrome	53693	E88.8	ICD-10	rare_genetic
Aceruloplasminemia	48818	C536004	MeSH	rare_genetic
Aceruloplasminemia	48818	G23.0	ICD-10	rare_genetic
Aceruloplasminemia	48818	604290	OMIM	rare_genetic
Embryonal carcinoma of the central nervous system	48736	C71.9	ICD-10	not_genetic
IgG4-related retroperitoneal fibrosis	49041	228800	OMIM	not_genetic
IgG4-related retroperitoneal fibrosis	49041	10038979	MedDRA	not_genetic
IgG4-related retroperitoneal fibrosis	49041	N13.5	ICD-10	not_genetic
IgG4-related retroperitoneal fibrosis	49041	D012185	MeSH	not_genetic
IgG4-related retroperitoneal fibrosis	49041	C0035357	UMLS	not_genetic
Focal myositis	48918	C0751357	UMLS	not_genetic
Focal myositis	48918	M60.8	ICD-10	not_genetic
Achromatopsia	49382	C0152200	UMLS	rare_genetic
Achromatopsia	49382	10000454	MedDRA	rare_genetic
Achromatopsia	49382	H53.5	ICD-10	rare_genetic
Achromatopsia	49382	216900	OMIM	rare_genetic
Achromatopsia	49382	262300	OMIM	rare_genetic
Achromatopsia	49382	610024	OMIM	rare_genetic
Achromatopsia	49382	613093	OMIM	rare_genetic
Achromatopsia	49382	613856	OMIM	rare_genetic
Achromatopsia	49382	616517	OMIM	rare_genetic
Dentinogenesis imperfecta	49042	10054013	MedDRA	rare_genetic
Dentinogenesis imperfecta	49042	K00.5	ICD-10	rare_genetic
Dentinogenesis imperfecta	49042	D003811	MeSH	rare_genetic
Dentinogenesis imperfecta	49042	C0011436	UMLS	rare_genetic
Congenital cataracts-facial dysmorphism-neuropathy syndrome	48431	Q87.8	ICD-10	rare_genetic
Congenital cataracts-facial dysmorphism-neuropathy syndrome	48431	604168	OMIM	rare_genetic
Lissencephaly	48471	Q04.3	ICD-10	rare_genetic
Lissencephaly	48471	D054082	MeSH	rare_genetic
Lissencephaly	48471	C0266463	UMLS	rare_genetic
Lissencephaly	48471	10048911	MedDRA	rare_genetic
Postinfectious vasculitis	48435	I77.6	ICD-10	not_genetic
Primary effusion lymphoma	48686	D054685	MeSH	not_genetic
Primary effusion lymphoma	48686	C1292753	UMLS	not_genetic
Primary effusion lymphoma	48686	10065857	MedDRA	not_genetic
Primary effusion lymphoma	48686	C83.8	ICD-10	not_genetic
Monosomy 22q13	48652	Q93.5	ICD-10	rare_genetic
Monosomy 22q13	48652	606232	OMIM	rare_genetic
Talo-patello-scaphoid osteolysis	50809	609655	OMIM	rare_genetic
Microlissencephaly-micromelia syndrome	50810	Q04.3	ICD-10	rare_genetic
Lipodystrophy-intellectual disability-deafness syndrome	50811	608154	OMIM	rare_genetic
Lipodystrophy-intellectual disability-deafness syndrome	50811	Q78.8	ICD-10	rare_genetic
Zellweger-like syndrome without peroxisomal anomalies	50812	Q87.8	ICD-10	rare_genetic
Craniolenticulosutural dysplasia	50814	Q75.8	ICD-10	rare_genetic
Craniolenticulosutural dysplasia	50814	607812	OMIM	rare_genetic
Branchiogenic deafness syndrome	50815	Q87.0	ICD-10	rare_genetic
Branchiogenic deafness syndrome	50815	609166	OMIM	rare_genetic
Spondylometaphyseal dysplasia with combined immunodeficiency	50816	607944	OMIM	not_genetic
Acquired purpura fulminans	49566	D65	ICD-10	not_genetic
Acquired purpura fulminans	49566	C0043068	UMLS	not_genetic
Acquired purpura fulminans	49566	C0085650	UMLS	not_genetic
Acquired purpura fulminans	49566	D014884	MeSH	not_genetic
Acquired purpura fulminans	49566	10037556	MedDRA	not_genetic
Acquired purpura fulminans	49566	D055665	MeSH	not_genetic
Lichen amyloidosis	49804	E85.4+	ICD-10	not_genetic
Lichen amyloidosis	49804	L99.0*	ICD-10	not_genetic
Thiamine-responsive megaloblastic anemia syndrome	49827	C0342287	UMLS	rare_genetic
Thiamine-responsive megaloblastic anemia syndrome	49827	C536510	MeSH	rare_genetic
Thiamine-responsive megaloblastic anemia syndrome	49827	Q21.0	ICD-10	rare_genetic
Thiamine-responsive megaloblastic anemia syndrome	49827	249270	OMIM	rare_genetic
Pleural mesothelioma	50251	156240	OMIM	not_genetic
Pleural mesothelioma	50251	C0025500	UMLS	not_genetic
Pleural mesothelioma	50251	10027406	MedDRA	not_genetic
Pleural mesothelioma	50251	D008654	MeSH	not_genetic
Pleural mesothelioma	50251	C45.0	ICD-10	not_genetic
Blomstrand lethal chondrodysplasia	50945	C537914	MeSH	rare_genetic
Blomstrand lethal chondrodysplasia	50945	C1859148	UMLS	rare_genetic
Blomstrand lethal chondrodysplasia	50945	Q78.8	ICD-10	rare_genetic
Blomstrand lethal chondrodysplasia	50945	215045	OMIM	rare_genetic
Schöpf-Schulz-Passarge syndrome	50944	Q82.8	ICD-10	rare_genetic
Schöpf-Schulz-Passarge syndrome	50944	224750	OMIM	rare_genetic
Torsade-de-pointes syndrome with short coupling interval	51084	I49.8	ICD-10	rare_genetic
Torsade-de-pointes syndrome with short coupling interval	51084	613600	OMIM	rare_genetic
Familial short QT syndrome	51083	I49.8	ICD-10	rare_genetic
Familial short QT syndrome	51083	609620	OMIM	rare_genetic
Familial short QT syndrome	51083	609621	OMIM	rare_genetic
Familial short QT syndrome	51083	609622	OMIM	rare_genetic
Cat-scratch disease	50839	D002372	MeSH	not_genetic
Cat-scratch disease	50839	C0007361	UMLS	not_genetic
Cat-scratch disease	50839	10007729	MedDRA	not_genetic
Cat-scratch disease	50839	A28.1	ICD-10	not_genetic
Keratolytic winter erythema	50943	C536155	MeSH	rare_genetic
Keratolytic winter erythema	50943	C0406756	UMLS	rare_genetic
Keratolytic winter erythema	50943	148370	OMIM	rare_genetic
Keratosis palmoplantaris striata	50942	148700	OMIM	rare_genetic
Keratosis palmoplantaris striata	50942	607654	OMIM	rare_genetic
Keratosis palmoplantaris striata	50942	612908	OMIM	rare_genetic
Keratosis palmoplantaris striata	50942	Q82.8	ICD-10	rare_genetic
Multiple fibroadenoma of the breast	50920	615554	OMIM	not_genetic
Multiple fibroadenoma of the breast	50920	D24	ICD-10	not_genetic
Kikuchi-Fujimoto disease	50918	I88.1	ICD-10	not_genetic
Craniosynostosis-intracranial calcifications syndrome	52054	Q87.0	ICD-10	rare_genetic
Craniosynostosis-intracranial calcifications syndrome	52054	608432	OMIM	rare_genetic
Potocki-Shaffer syndrome	52022	C538356	MeSH	rare_genetic
Potocki-Shaffer syndrome	52022	C1832588	UMLS	rare_genetic
Potocki-Shaffer syndrome	52022	Q93.5	ICD-10	rare_genetic
Potocki-Shaffer syndrome	52022	601224	OMIM	rare_genetic
Braddock syndrome	52047	Q87.8	ICD-10	rare_genetic
Braddock syndrome	52047	608406	OMIM	rare_genetic
Cobblestone lissencephaly	51577	Q04.3	ICD-10	rare_genetic
Generalized arterial calcification of infancy	51608	C537440	MeSH	rare_genetic
Generalized arterial calcification of infancy	51608	C0264955	UMLS	rare_genetic
Generalized arterial calcification of infancy	51608	C1859727	UMLS	rare_genetic
Generalized arterial calcification of infancy	51608	Q28.8	ICD-10	rare_genetic
Generalized arterial calcification of infancy	51608	208000	OMIM	rare_genetic
Generalized arterial calcification of infancy	51608	614473	OMIM	rare_genetic
Ethylmalonic encephalopathy	51188	602473	OMIM	rare_genetic
Ethylmalonic encephalopathy	51188	C535737	MeSH	rare_genetic
Ethylmalonic encephalopathy	51188	C1865349	UMLS	rare_genetic
Ethylmalonic encephalopathy	51188	G31.8	ICD-10	rare_genetic
Formiminoglutamic aciduria	51208	E70.8	ICD-10	rare_genetic
Formiminoglutamic aciduria	51208	229100	OMIM	rare_genetic
WHIM syndrome	51636	C536697	MeSH	rare_genetic
WHIM syndrome	51636	C0472817	UMLS	rare_genetic
WHIM syndrome	51636	193670	OMIM	rare_genetic
WHIM syndrome	51636	D81.8	ICD-10	rare_genetic
Anterior cutaneous nerve entrapment syndrome	51890	G58.0	ICD-10	not_genetic
PFAPA syndrome	42642	E85.0	ICD-10	not_genetic
Tietz syndrome	42665	103500	OMIM	rare_genetic
Tietz syndrome	42665	C536919	MeSH	rare_genetic
Tietz syndrome	42665	C0391816	UMLS	rare_genetic
Acute tricyclic antidepressant poisoning	43117	T43.0	ICD-10	not_genetic
Serotonin syndrome	43116	D020230	MeSH	not_genetic
Serotonin syndrome	43116	C0699828	UMLS	not_genetic
Serotonin syndrome	43116	10040108	MedDRA	not_genetic
Lambert-Eaton myasthenic syndrome	43393	D015624	MeSH	not_genetic
Lambert-Eaton myasthenic syndrome	43393	C0022972	UMLS	not_genetic
Lambert-Eaton myasthenic syndrome	43393	10067685	MedDRA	not_genetic
Lambert-Eaton myasthenic syndrome	43393	G73.1	ICD-10	not_genetic
PHACE syndrome	42775	C2242617	UMLS	rare_genetic
PHACE syndrome	42775	10068032	MedDRA	rare_genetic
PHACE syndrome	42775	Q28.8	ICD-10	rare_genetic
PHACE syndrome	42775	606519	OMIM	rare_genetic
Severe congenital neutropenia	42738	10052210	MedDRA	rare_genetic
Severe congenital neutropenia	42738	D70	ICD-10	rare_genetic
Severe congenital neutropenia	42738	C537592	MeSH	rare_genetic
Severe congenital neutropenia	42738	C1853118	UMLS	rare_genetic
Hereditary myopathy with lactic acidosis due to ISCU deficiency	43115	G71.3	ICD-10	rare_genetic
Hereditary myopathy with lactic acidosis due to ISCU deficiency	43115	255125	OMIM	rare_genetic
Miyoshi myopathy	45448	C1850808	UMLS	rare_genetic
Miyoshi myopathy	45448	G71.0	ICD-10	rare_genetic
Miyoshi myopathy	45448	254130	OMIM	rare_genetic
Miyoshi myopathy	45448	613318	OMIM	rare_genetic
Miyoshi myopathy	45448	C537480	MeSH	rare_genetic
Incessant infant ventricular tachycardia	45453	C0340487	UMLS	not_genetic
Incessant infant ventricular tachycardia	45453	I47.2	ICD-10	not_genetic
Idiopathic neonatal atrial flutter	45452	P29.1	ICD-10	not_genetic
Gastrointestinal stromal tumor	44890	D046152	MeSH	rare_genetic
Gastrointestinal stromal tumor	44890	C0238198	UMLS	rare_genetic
Gastrointestinal stromal tumor	44890	10051066	MedDRA	rare_genetic
Gastrointestinal stromal tumor	44890	C26.9	ICD-10	rare_genetic
Gastrointestinal stromal tumor	44890	606764	OMIM	rare_genetic
Congenital fibrosis of extraocular muscles	45358	H49.8	ICD-10	rare_genetic
Congenital fibrosis of extraocular muscles	45358	135700	OMIM	rare_genetic
Congenital fibrosis of extraocular muscles	45358	600638	OMIM	rare_genetic
Congenital fibrosis of extraocular muscles	45358	602078	OMIM	rare_genetic
Congenital fibrosis of extraocular muscles	45358	609384	OMIM	rare_genetic
Congenital fibrosis of extraocular muscles	45358	609428	OMIM	rare_genetic
Congenital fibrosis of extraocular muscles	45358	609612	OMIM	rare_genetic
Acquired epidermolysis bullosa	46487	10056508	MedDRA	not_genetic
Acquired epidermolysis bullosa	46487	L12.3	ICD-10	not_genetic
Linear IgA dermatosis	46488	C0406650	UMLS	not_genetic
Linear IgA dermatosis	46488	10024515	MedDRA	not_genetic
Linear IgA dermatosis	46488	L10.8	ICD-10	not_genetic
Superficial pemphigus	46485	L10.2	ICD-10	not_genetic
Superficial pemphigus	46485	L10.3	ICD-10	not_genetic
Superficial pemphigus	46485	L10.4	ICD-10	not_genetic
Mucous membrane pemphigoid	46486	10057052	MedDRA	not_genetic
Mucous membrane pemphigoid	46486	L12.1	ICD-10	not_genetic
Mucous membrane pemphigoid	46486	164185	OMIM	not_genetic
Paroxysmal extreme pain disorder	46348	167400	OMIM	rare_genetic
Lathosterolosis	46059	C537880	MeSH	rare_genetic
Lathosterolosis	46059	Q87.8	ICD-10	rare_genetic
Lathosterolosis	46059	C1846421	UMLS	rare_genetic
Lathosterolosis	46059	607330	OMIM	rare_genetic
Primary central nervous system lymphoma	46135	C83.3	ICD-10	not_genetic
Primary central nervous system lymphoma	46135	C0280803	UMLS	not_genetic
Primary central nervous system lymphoma	46135	10036685	MedDRA	not_genetic
Hereditary papillary renal cell carcinoma	47044	605074	OMIM	rare_genetic
Hereditary papillary renal cell carcinoma	47044	C538614	MeSH	rare_genetic
Hereditary papillary renal cell carcinoma	47044	C2931899	UMLS	rare_genetic
Hereditary papillary renal cell carcinoma	47044	C64	ICD-10	rare_genetic
Cerebral arteriovenous malformation	46724	D002538	MeSH	rare_genetic
Cerebral arteriovenous malformation	46724	Q28.2	ICD-10	rare_genetic
Cerebral arteriovenous malformation	46724	C0007772	UMLS	rare_genetic
Cerebral arteriovenous malformation	46724	108010	OMIM	rare_genetic
Char syndrome	46627	C1868570	UMLS	rare_genetic
Char syndrome	46627	Q87.8	ICD-10	rare_genetic
Char syndrome	46627	169100	OMIM	rare_genetic
Char syndrome	46627	C538076	MeSH	rare_genetic
Primordial short stature-microdontia-opalescent and rootless teeth syndrome	46658	Q87.1	ICD-10	not_genetic
Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome	46532	141749	OMIM	rare_genetic
Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome	46532	142335	OMIM	rare_genetic
Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome	46532	142470	OMIM	rare_genetic
Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome	46532	305435	OMIM	rare_genetic
Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome	46532	613566	OMIM	rare_genetic
Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome	46532	D56.4	ICD-10	rare_genetic
Nodular regenerative hyperplasia of the liver	48372	K76.8	ICD-10	not_genetic
Lewis-Sumner syndrome	48162	C1695985	UMLS	not_genetic
Lewis-Sumner syndrome	48162	10065580	MedDRA	not_genetic
Lewis-Sumner syndrome	48162	G61.8	ICD-10	not_genetic
Pyoderma gangrenosum	48104	D017511	MeSH	not_genetic
Pyoderma gangrenosum	48104	C0085652	UMLS	not_genetic
Pyoderma gangrenosum	48104	10037635	MedDRA	not_genetic
Pyoderma gangrenosum	48104	L88	ICD-10	not_genetic
Felty syndrome	47612	D005258	MeSH	not_genetic
Felty syndrome	47612	10016386	MedDRA	not_genetic
Felty syndrome	47612	M05.0	ICD-10	not_genetic
Felty syndrome	47612	C0015773	UMLS	not_genetic
Felty syndrome	47612	134750	OMIM	not_genetic
Proximal renal tubular acidosis	47159	10037080	MedDRA	rare_genetic
Proximal renal tubular acidosis	47159	N25.8	ICD-10	rare_genetic
Proximal renal tubular acidosis	47159	179830	OMIM	rare_genetic
Proximal renal tubular acidosis	47159	604278	OMIM	rare_genetic
Familial cold urticaria	47045	L50.2	ICD-10	rare_genetic
Familial cold urticaria	47045	120100	OMIM	rare_genetic
Familial cold urticaria	47045	C0343068	UMLS	rare_genetic
Familial cold urticaria	47045	10064570	MedDRA	rare_genetic
Familial cold urticaria	47045	616115	OMIM	rare_genetic
Subcorneal pustular dermatosis	48377	C0600336	UMLS	not_genetic
Subcorneal pustular dermatosis	48377	10042342	MedDRA	not_genetic
Subcorneal pustular dermatosis	48377	L13.1	ICD-10	not_genetic
Hemoglobinopathy	68364	D57.3	ICD-10	not_genetic
Hemoglobinopathy	68364	D57.8	ICD-10	not_genetic
Hemoglobinopathy	68364	D58.0	ICD-10	not_genetic
Hemoglobinopathy	68364	D58.1	ICD-10	not_genetic
Hemoglobinopathy	68364	D58.9	ICD-10	not_genetic
Hemoglobinopathy	68364	D58.2	ICD-10	not_genetic
Hemoglobinopathy	68364	D58.8	ICD-10	not_genetic
Hemoglobinopathy	68364	D006453	MeSH	not_genetic
Hemoglobinopathy	68364	C0019045	UMLS	not_genetic
Hemoglobinopathy	68364	10060892	MedDRA	not_genetic
Hemoglobinopathy	68364	D56.0	ICD-10	not_genetic
Hemoglobinopathy	68364	D56.1	ICD-10	not_genetic
Hemoglobinopathy	68364	D56.2	ICD-10	not_genetic
Hemoglobinopathy	68364	D56.3	ICD-10	not_genetic
Hemoglobinopathy	68364	D56.4	ICD-10	not_genetic
Hemoglobinopathy	68364	D56.8	ICD-10	not_genetic
Hemoglobinopathy	68364	D56.9	ICD-10	not_genetic
Hemoglobinopathy	68364	D57.0	ICD-10	not_genetic
Hemoglobinopathy	68364	D57.1	ICD-10	not_genetic
Hemoglobinopathy	68364	D57.2	ICD-10	not_genetic
Rare inborn errors of metabolism	68367	10058097	MedDRA	rare_genetic
Rare inborn errors of metabolism	68367	10062018	MedDRA	rare_genetic
Rare inborn errors of metabolism	68367	C0025521	UMLS	rare_genetic
Rare inborn errors of metabolism	68367	C0025517	UMLS	rare_genetic
Rare inborn errors of metabolism	68367	D008659	MeSH	rare_genetic
Rare inborn errors of metabolism	68367	D008661	MeSH	rare_genetic
Peroxisomal disease	68373	C0282528	UMLS	rare_genetic
Peroxisomal disease	68373	D018901	MeSH	rare_genetic
Neuromuscular disease	68381	D009468	MeSH	not_genetic
Neuromuscular disease	68381	C0027868	UMLS	not_genetic
Neuromuscular disease	68381	10029323	MedDRA	not_genetic
Mitochondrial disease	68380	D028361	MeSH	rare_genetic
Mitochondrial disease	68380	C0751651	UMLS	rare_genetic
Rare constitutional aplastic anemia	68383	D61.0	ICD-10	rare_genetic
Acquired aneurysmal subarachnoid hemorrhage	90065	I60.9	ICD-10	not_genetic
Pneumonia caused by Pseudomonas aeruginosa infection	90066	C0920182	UMLS	not_genetic
Pneumonia caused by Pseudomonas aeruginosa infection	90066	J15.1	ICD-10	not_genetic
Cocaine intoxication	90068	T40.5	ICD-10	not_genetic
Non-infectious posterior uveitis	90061	H30.0	ICD-10	not_genetic
Non-infectious posterior uveitis	90061	H30.1	ICD-10	not_genetic
Acute liver failure	90062	D017114	MeSH	not_genetic
Acute liver failure	90062	C0162557	UMLS	not_genetic
Acute liver failure	90062	10000804	MedDRA	not_genetic
Acute liver failure	90062	K72.0	ICD-10	not_genetic
Acute peripheral arterial occlusion	90064	I74.4	ICD-10	not_genetic
Partial deep dermal and full thickness burns	90076	T30.3	ICD-10	not_genetic
Systemic monochloroacetate poisoning	90069	T60.3	ICD-10	not_genetic
Retinopathy of prematurity	90050	133780	OMIM	not_genetic
Retinopathy of prematurity	90050	C0035344	UMLS	not_genetic
Retinopathy of prematurity	90050	10038933	MedDRA	not_genetic
Retinopathy of prematurity	90050	D012178	MeSH	not_genetic
Retinopathy of prematurity	90050	H35.1	ICD-10	not_genetic
Hereditary folate malabsorption	90045	D52.8	ICD-10	rare_genetic
Hereditary folate malabsorption	90045	229050	OMIM	rare_genetic
Sepsis in premature infants	90051	P36.0	ICD-10	not_genetic
Sepsis in premature infants	90051	P36.1	ICD-10	not_genetic
Sepsis in premature infants	90051	P36.2	ICD-10	not_genetic
Sepsis in premature infants	90051	P36.3	ICD-10	not_genetic
Sepsis in premature infants	90051	P36.4	ICD-10	not_genetic
Sepsis in premature infants	90051	P36.5	ICD-10	not_genetic
Sepsis in premature infants	90051	P36.8	ICD-10	not_genetic
Sepsis in premature infants	90051	P36.9	ICD-10	not_genetic
Gaisböck syndrome	90041	C0541719	UMLS	not_genetic
Gaisböck syndrome	90041	C2242785	UMLS	not_genetic
Gaisböck syndrome	90041	10042217	MedDRA	not_genetic
Gaisböck syndrome	90041	10053885	MedDRA	not_genetic
Gaisböck syndrome	90041	D75.1	ICD-10	not_genetic
Hemoglobin D disease	90039	C0272080	UMLS	rare_genetic
Hemoglobin D disease	90039	10055019	MedDRA	rare_genetic
Hemoglobin D disease	90039	D58.2	ICD-10	rare_genetic
Familial pseudohyperkalemia	90044	D58.8	ICD-10	rare_genetic
Familial pseudohyperkalemia	90044	609153	OMIM	rare_genetic
Primary familial polycythemia	90042	D75.0	ICD-10	rare_genetic
Primary familial polycythemia	90042	133100	OMIM	rare_genetic
Spinal cord injury	90058	10041552	MedDRA	not_genetic
Spinal cord injury	90058	T09.3	ICD-10	not_genetic
Diffuse alveolar hemorrhage	90060	J98.4	ICD-10	not_genetic
Acute sensorineural hearing loss by acute acoustic trauma or sudden deafness or surgery induced acoustic trauma	90059	H83.3	ICD-10	not_genetic
Hematopoietic stem cell transplantation	90053	Z94.8	ICD-10	not_genetic
Moderate and severe traumatic brain injury	90056	S06.4	ICD-10	not_genetic
Moderate and severe traumatic brain injury	90056	S06.5	ICD-10	not_genetic
Moderate and severe traumatic brain injury	90056	S06.6	ICD-10	not_genetic
Moderate and severe traumatic brain injury	90056	S06.7	ICD-10	not_genetic
Moderate and severe traumatic brain injury	90056	S06.8	ICD-10	not_genetic
Moderate and severe traumatic brain injury	90056	S06.9	ICD-10	not_genetic
Moderate and severe traumatic brain injury	90056	S06.0	ICD-10	not_genetic
Moderate and severe traumatic brain injury	90056	S06.1	ICD-10	not_genetic
Moderate and severe traumatic brain injury	90056	S06.2	ICD-10	not_genetic
Moderate and severe traumatic brain injury	90056	S06.3	ICD-10	not_genetic
Deafness with labyrinthine aplasia, microtia, and microdontia	90024	610706	OMIM	rare_genetic
Deafness with labyrinthine aplasia, microtia, and microdontia	90024	C548011	MeSH	rare_genetic
Deafness with labyrinthine aplasia, microtia, and microdontia	90024	C2932664	UMLS	rare_genetic
Deafness with labyrinthine aplasia, microtia, and microdontia	90024	Q16.5	ICD-10	rare_genetic
Syndactyly	90025	D013576	MeSH	rare_genetic
Syndactyly	90025	Q70.0	ICD-10	rare_genetic
Syndactyly	90025	Q70.1	ICD-10	rare_genetic
Syndactyly	90025	Q70.2	ICD-10	rare_genetic
Syndactyly	90025	Q70.3	ICD-10	rare_genetic
Syndactyly	90025	Q70.4	ICD-10	rare_genetic
Syndactyly	90025	Q70.9	ICD-10	rare_genetic
Syndactyly	90025	C0039075	UMLS	rare_genetic
Syndactyly	90025	10042778	MedDRA	rare_genetic
Cardiomyopathy-renal anomalies syndrome	90022	Q87.8	ICD-10	not_genetic
Primary immunodeficiency syndrome due to p14 deficiency	90023	610798	OMIM	rare_genetic
Primary immunodeficiency syndrome due to p14 deficiency	90023	D82.8	ICD-10	rare_genetic
Amyotrophic lateral sclerosis-parkinsonism-dementia complex	90020	105500	OMIM	not_genetic
Amyotrophic lateral sclerosis-parkinsonism-dementia complex	90020	G12.2	ICD-10	not_genetic
Radiation myelitis	90021	G97.8	ICD-10	not_genetic
Undifferentiated connective tissue syndrome	90002	C0409999	UMLS	not_genetic
Undifferentiated connective tissue syndrome	90002	10071575	MedDRA	not_genetic
Undifferentiated connective tissue syndrome	90002	M35.8	ICD-10	not_genetic
IgG4-related hepatopathy	90003	K75.8	ICD-10	not_genetic
Drug-induced autoimmune hemolytic anemia	90037	C0391817	UMLS	not_genetic
Drug-induced autoimmune hemolytic anemia	90037	D59.0	ICD-10	not_genetic
Typical hemolytic-uremic syndrome	90038	D59.3	ICD-10	not_genetic
Typical hemolytic-uremic syndrome	90038	235400	OMIM	not_genetic
Paroxysmal cold hemoglobinuria	90035	C538618	MeSH	not_genetic
Paroxysmal cold hemoglobinuria	90035	C0272129	UMLS	not_genetic
Paroxysmal cold hemoglobinuria	90035	D59.6	ICD-10	not_genetic
Mixed-type autoimmune hemolytic anemia	90036	D59.1	ICD-10	not_genetic
Non-spherocytic hemolytic anemia due to hexokinase deficiency	90031	D55.2	ICD-10	rare_genetic
Non-spherocytic hemolytic anemia due to hexokinase deficiency	90031	235700	OMIM	rare_genetic
Autoimmune hemolytic anemia, warm type	90033	C0272118	UMLS	not_genetic
Autoimmune hemolytic anemia, warm type	90033	10047822	MedDRA	not_genetic
Autoimmune hemolytic anemia, warm type	90033	D59.1	ICD-10	not_genetic
Primary erythermalgia	90026	133020	OMIM	rare_genetic
Primary erythermalgia	90026	I73.8	ICD-10	rare_genetic
Hemolytic anemia due to glutathione reductase deficiency	90030	D55.1	ICD-10	rare_genetic
X-linked hypophosphatemia	89936	307800	OMIM	rare_genetic
X-linked hypophosphatemia	89936	E83.3	ICD-10	rare_genetic
Lissencephaly syndrome, Norman-Roberts type	89844	257320	OMIM	rare_genetic
Lissencephaly syndrome, Norman-Roberts type	89844	Q04.3	ICD-10	rare_genetic
Lissencephaly syndrome, Norman-Roberts type	89844	C537848	MeSH	rare_genetic
Lissencephaly syndrome, Norman-Roberts type	89844	C0796089	UMLS	rare_genetic
Dystrophic epidermolysis bullosa pruriginosa	89843	Q81.2	ICD-10	rare_genetic
Dystrophic epidermolysis bullosa pruriginosa	89843	604129	OMIM	rare_genetic
Recessive dystrophic epidermolysis bullosa-generalized other	89842	Q81.2	ICD-10	rare_genetic
Centripetalis recessive dystrophic epidermolysis bullosa	89841	Q81.2	ICD-10	rare_genetic
Junctional epidermolysis bullosa, non-Herlitz type	89840	226650	OMIM	rare_genetic
Junctional epidermolysis bullosa, non-Herlitz type	89840	Q81.8	ICD-10	rare_genetic
Epidermolysis bullosa simplex superficialis	89839	Q81.0	ICD-10	rare_genetic
Epidermolysis bullosa simplex superficialis	89839	607600	OMIM	rare_genetic
X-linked cone dysfunction syndrome with myopia	90001	H53.8	ICD-10	rare_genetic
X-linked cone dysfunction syndrome with myopia	90001	300843	OMIM	rare_genetic
Erythema elevatum diutinum	90000	L95.1	ICD-10	not_genetic
Erythema elevatum diutinum	90000	C535509	MeSH	not_genetic
Erythema elevatum diutinum	90000	C0263398	UMLS	not_genetic
Erythema elevatum diutinum	90000	10056968	MedDRA	not_genetic
Infantile Bartter syndrome with sensorineural deafness	89938	E26.8	ICD-10	rare_genetic
Infantile Bartter syndrome with sensorineural deafness	89938	602522	OMIM	rare_genetic
Infantile Bartter syndrome with sensorineural deafness	89938	613090	OMIM	rare_genetic
Autosomal dominant hypophosphatemic rickets	89937	E83.3	ICD-10	rare_genetic
Autosomal dominant hypophosphatemic rickets	89937	193100	OMIM	rare_genetic
Autosomal dominant hypophosphatemic rickets	89937	C0342642	UMLS	rare_genetic
Blau syndrome	90340	10071755	MedDRA	rare_genetic
Blau syndrome	90340	186580	OMIM	rare_genetic
Early-onset sarcoidosis	90341	609464	OMIM	not_genetic
Xeroderma pigmentosum variant	90342	C0432328	UMLS	rare_genetic
Xeroderma pigmentosum variant	90342	C536766	MeSH	rare_genetic
Xeroderma pigmentosum variant	90342	C1848410	UMLS	rare_genetic
Xeroderma pigmentosum variant	90342	278750	OMIM	rare_genetic
